#Intensity_unit=cps
#Attenuator_coefficient=1.0000
15.0000	9616.6666
15.0200	9558.3334
15.0400	9650.0000
15.0600	9558.3334
15.0800	9766.6666
15.1000	9891.6666
15.1200	9616.6666
15.1400	10058.3334
15.1600	10000.0000
15.1800	10125.0000
15.2000	10091.6666
15.2200	10533.3334
15.2400	10375.0000
15.2600	10266.6666
15.2800	10983.3334
15.3000	11075.0000
15.3200	11541.6666
15.3400	11266.6666
15.3600	11625.0000
15.3800	11766.6666
15.4000	12308.3334
15.4200	13291.6666
15.4400	13983.3334
15.4600	15366.6666
15.4800	16558.3334
15.5000	17883.3334
15.5200	18408.3334
15.5400	20000.0000
15.5600	20758.3334
15.5800	22475.0000
15.6000	23116.6666
15.6200	22308.3334
15.6400	19808.3334
15.6600	17558.3334
15.6800	15241.6666
15.7000	13350.0000
15.7200	12358.3334
15.7400	11550.0000
15.7600	11083.3334
15.7800	9666.6666
15.8000	10933.3334
15.8200	10116.6666
15.8400	10183.3334
15.8600	10083.3334
15.8800	9566.6666
15.9000	9500.0000
15.9200	9125.0000
15.9400	9225.0000
15.9600	9175.0000
15.9800	9175.0000
16.0000	9233.3334
16.0200	9208.3334
16.0400	8908.3334
16.0600	8816.6666
16.0800	9158.3334
16.1000	9325.0000
16.1200	9383.3334
16.1400	9408.3334
16.1600	8950.0000
16.1800	9350.0000
16.2000	9533.3334
16.2200	9183.3334
16.2400	9333.3334
16.2600	9683.3334
16.2800	9391.6666
16.3000	9433.3334
16.3200	9825.0000
16.3400	9241.6666
16.3600	9033.3334
16.3800	9616.6666
16.4000	10041.6666
16.4200	9875.0000
16.4400	9658.3334
16.4600	10658.3334
16.4800	10966.6666
16.5000	12358.3334
16.5200	12166.6666
16.5400	12966.6666
16.5600	13425.0000
16.5800	14408.3334
16.6000	15716.6666
16.6200	16666.6666
16.6400	17641.6666
16.6600	18641.6666
16.6800	18283.3334
16.7000	19025.0000
16.7200	17175.0000
16.7400	16366.6666
16.7600	17675.0000
16.7800	17508.3334
16.8000	19033.3334
16.8200	20158.3334
16.8400	22408.3334
16.8600	21691.6666
16.8800	18958.3334
16.9000	16325.0000
16.9200	13808.3334
16.9400	11241.6666
16.9600	9941.6666
16.9800	9758.3334
17.0000	9616.6666
17.0200	9408.3334
17.0400	9250.0000
17.0600	9358.3334
17.0800	9350.0000
17.1000	8741.6666
17.1200	8691.6666
17.1400	8725.0000
17.1600	8925.0000
17.1800	8691.6666
17.2000	9391.6666
17.2200	8833.3334
17.2400	9683.3334
17.2600	9600.0000
17.2800	9466.6666
17.3000	9575.0000
17.3200	9500.0000
17.3400	9850.0000
17.3600	9741.6666
17.3800	10016.6666
17.4000	10266.6666
17.4200	10541.6666
17.4400	10258.3334
17.4600	10500.0000
17.4800	11058.3334
17.5000	10966.6666
17.5200	10225.0000
17.5400	10641.6666
17.5600	10016.6666
17.5800	10275.0000
17.6000	10616.6666
17.6200	10583.3334
17.6400	10333.3334
17.6600	10758.3334
17.6800	12433.3334
17.7000	13850.0000
17.7200	15191.6666
